CardName,TaxDate,NumAtCard,U_CUINNUMBER,Taxable Amount,VAT AMOUNT
BLUE BUBBLE HOMECARE PRODUCTS,28/08/2023,BB-13327,HTTPS://0040421360000009182,60771.13,9723.38
BROOKSIDE DAIRY,25/08/2023,2308260850,HTTPS://0040095420000356016,34801.75,5568.28
BROOKSIDE DAIRY,26/08/2023,2308271147,HTTPS://0040095430000170035,36989.75,5918.36
LOREAL E A LIMITED HQ,30/08/2023,230114318,0020112070000014086,50522.44,8083.59
GOURMET FOODS INT LTD,30/08/2023,4992,HTTPS://0040556720000001405,3666.63,586.66
BLUE BUBBLE HOMECARE PRODUCTS,28/08/2023,BB-13304,HTTPS://0040421360000009159,13394.81,2143.17
MIBISCO LTD,26/08/2023,360014,HTTPS://0171383770000000287,5074.13,811.86
MIBISCO LTD,24/08/2023,359651,HTTPS://0171383770000000164,872.44,139.59
DPL FESTIVE  LIMITED,29/08/2023,5401133,0020108550000331909,6837.19,1093.95
SOYS LIMITED,29/08/2023,2094342,HTTPS://0040092680000021173,10525.88,1684.14
GLACIER PRODUCTS LTD G P,30/08/2023,448547,HTTPS://0190979210000028338,4422.44,707.59
KENMEAT LIMITED,30/08/2023,INV17850,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE INVOICENO=0090969560000009556,3383.13,541.3
BAKELS EAST AFRICA LTD,30/08/2023,3659,0040791500000001312,139538.0,22326.08
BIC EAST AFRICA LIMITED,28/08/2023,23003513RI,HTTPS://0190434490000004643,9299.5,1487.92
MOHANS OYSTERBAY DRINKS  KENYA,23/08/2023,16617,HTTPS://0010193420000012387,10810.31,1729.65
BROOKSIDE DAIRY,27/08/2023,2308281654,HTTPS://0040095430000170528,31410.13,5025.62
BROOKSIDE DAIRY,26/08/2023,2308270994,HTTPS://0040095410000328823,32435.25,5189.64
NAIROBI JAVA HOUSE LTD,30/08/2023,JH01-02584456,0020109660000014957,53133.44,8501.35
SUPA BRITE LTD,28/08/2023,SO109678,HTTPS://0190430080000004297,9685.44,1549.67
LOREAL E A LIMITED HQ,30/08/2023,230114474,HTTPS://0020112070000014215,54999.5,8799.92
KINGS WEAR LIMITED,28/08/2023,01157355,HTTPS://0171363420000093762,5275.88,844.14
SMART BRANDS LTD HQ,24/08/2023,IN-978633,0020115030000010110,40480.25,6476.84
BLUE BUBBLE HOMECARE PRODUCTS,28/08/2023,BB-13318,HTTPS://0040421360000009172,74871.63,11979.46
DPL FESTIVE  LIMITED,31/08/2023,5402164,0020115300000084191,1565.0,250.4
KIM FAY EAST AFRICA LTD,28/08/2023,IN587270,HTTPS://0110167480000043573,13533.25,2165.32
BIDCO AFRICA LTD,30/08/2023,91469123,HTTPS://0090969730000026459,180617.19,28898.75
BROOKSIDE DAIRY,26/08/2023,2308271130,0040095410000328361,43020.25,6883.24
KENSALT LIMITED,26/08/2023,2370703,0190438180000017554,27888.88,4462.22
MJENGO LIMITED,30/08/2023,1048157,0110145120000071793,4096.56,655.45
DPL FESTIVE  LIMITED,29/08/2023,5401085,0020108550000331867,159.06,25.45
FINSBURY TRADING LIMITED MSA,28/08/2023,NIN74376,0110399950000021081,13607.69,2177.23
BIDCO AFRICA LTD,30/08/2023,91469211,HTTPS://0090969730000026510,92721.81,14835.49
KIM FAY EAST AFRICA LTD,30/08/2023,IN587547,HTTPS://0110167480000043887,41012.81,6562.05
DPL FESTIVE  LIMITED,31/08/2023,5402643,0020108550000332622,159.06,25.45
EAST AFRICA STAR BAKERY,31/08/2023,140035,HTTPS://0041456030000001028,10362.06,1657.93
TAIFA  IMPORTS LIMITED,23/08/2023,IN-234259,HTTPS://0020115070000007982,15905.63,2544.9
AQUAMIST LIMITED,28/08/2023,90234035,HTTPS://0110392400000070541,118038.5,18886.16
KENCHIC FROZEN,31/08/2023,KSIN4690160,0020594590000081344,7557.13,1209.14
LOKI VENTURES LIMITED,31/08/2023,50555,HTTPS://0190429660000005383,18348.63,2935.78
MIBISCO LTD,27/08/2023,360238,HTTPS://0171383770000000470,656.88,105.1
MIBISCO LTD,26/08/2023,359945,HTTPS://0171383770000000204,458.63,73.38
KANYANGOLD ABERDARE PARMESSAN CHEESE,31/08/2023,213170,HTTPS://0110156540000000622,9000.0,1440.0
DPL FESTIVE  LIMITED,30/08/2023,5402608,0020108550000332598,948.88,151.82
BROOKSIDE DAIRY,20/08/2023,2308211485,HTTPS://0040095410000325877,9352.5,1496.4
CHANDARIA INDUSTRIES LTD MACCOFFEE,31/08/2023,1548442,HTTPS://0110167020000176561,232.75,37.24
BLUE BUBBLE HOMECARE PRODUCTS,31/08/2023,BB-13408,HTTPS://0040421360000009287,20353.88,3256.62
GOLD CROWN BEVERAGES,15/08/2023,152872,HTTPS://0040092890000016979,36737.56,5878.01
SPARKLE BRANDS LIMITED,26/08/2023,SI0015701,HTTPS://0020112570000005038,55540.06,8886.41
AQUAMIST LIMITED,28/08/2023,90233858,HTTPS://0110392400000070363,21979.75,3516.76
OSHO CHEMICAL INDUSTRIES LTD,29/08/2023,PSD0045716,HTTPS://0110167990000020522,14276.5,2284.24
UNGA LTD,31/08/2023,910097957,HTTPS://0040095900000012790,9799.75,1567.96
FINSBURY TRADING LIMITED MSA,29/08/2023,NIN74424,0110399950000021129,38811.69,6209.87
EXCEL CHEMICALS LTD,23/08/2023,982300,0190407510000043080,48176.25,7708.2
WESTLANDS TRADING LTD,22/08/2023,93766,HTTPS://0430205210000007382,14081.06,2252.97
EAST AFRICA UNILEVER  K  U L,23/08/2023,5230253602,HTTPS://0110161060000007772,79527.81,12724.45
AQUAMIST LIMITED,29/08/2023,90233832,HTTPS://0110392400000070342,18388.38,2942.14
FINSBURY TRADING LIMITED MSA,29/08/2023,NIN74426,0110399950000021131,16939.81,2710.37
MIBISCO LTD,24/08/2023,359558,0171383770000000160,3538.0,566.08
SESIA LIMITED,26/08/2023,20492,0040549250000002547,9204.0,1472.64
FINSBURY TRADING LIMITED MSA,24/08/2023,NIN74177,0110899950000020871,29805.88,4768.94
N T HEISH LIMITED SR,22/08/2023,156,HTTPS://0190173420000000176,4427.56,708.41
NUTRI DELIGHTS LTD SR,24/08/2023,00646,HTTPS://0040795510000000691,3492.0,558.72
QUALITY MEAT PACKERS LTD,24/08/2023,721956,0110400110000075076,5407.88,865.26
CHANDARIA INDUSTRIES LTD MACCOFFEE,25/08/2023,1545513,0110167040000028912,9879.13,1580.66
BIDCO AFRICA LTD,29/08/2023,91468871,HTTPS://0090969730000026202,395909.19,63345.47
WESTLANDS TRADING LTD,23/08/2023,93849,HTTPS://0430205210000007441,11948.25,1911.72
BIDCO AFRICA LTD,29/08/2023,91468868,HTTPS://0090969730000026199,660563.0,105690.08
FINSBURY TRADING LIMITED MSA,24/08/2023,NIN74165,0110399950000020857,51375.25,8220.04
DPL FESTIVE  LIMITED,30/08/2023,5402615,0020108550000332600,18229.31,2916.69
KANYANGOLD ABERDARE PARMESSAN CHEESE,31/08/2023,213174,HTTPS://0110156540000000626,19655.19,3144.83
KIM FAY EAST AFRICA LTD,31/08/2023,IN587612,HTTPS://0110167480000043964,17422.69,2787.63
BLUE BUBBLE HOMECARE PRODUCTS,28/08/2023,BB-13314,HTTPS://0040421360000009168,47639.44,7622.31
KIM FAY EAST AFRICA LTD,31/08/2023,IN587621,HTTPS://0110167480000043955,21778.38,3484.54
FINSBURY TRADING LIMITED MSA,26/08/2023,NIN74285,0110399950000020987,55090.44,8814.47
MELVIN MARSH INTERNATIONAL LTD,26/08/2023,INV51375,0020108020000009020,8908.88,1425.42
SESIA LIMITED,25/08/2023,20465,HTTPS://0040549250000002521,10644.0,1703.04
QUALITY MEAT PACKERS LTD,28/08/2023,722294,0110400110000075926,2503.31,400.53
GITHUNGURI DAIRY FARMERS,27/08/2023,P1869234/INV,0190431800000200380,6810.69,1089.71
MIBISCO LTD,27/08/2023,360239,HTTPS://0171383770000000469,1831.06,292.97
MIBISCO LTD,26/08/2023,360000,HTTPS://0171383770000000277,3284.5,525.52
MIBISCO LTD,28/08/2023,359665,HTTPS://0171383770000000167,2138.0,342.08
COCA COLA BEVERAGES  KENYA LTD,29/08/2023,1222327952,0110604780000067844,142791.38,22846.62
COCA COLA BEVERAGES  KENYA LTD,23/08/2023,1222313760,0110604280000066167,60193.25,9630.92
EXCEL CHEMICALS LTD,23/08/2023,982633,0190980030000008162,106655.25,17064.84
FINSBURY TRADING LIMITED MSA,28/08/2023,NIN74364,0110399950000027070,55626.31,8900.21
BLUE BUBBLE HOMECARE PRODUCTS,30/08/2023,BB-13362,HTTPS://0040421360000009224,34484.5,5517.52
WESTLANDS TRADING LTD,08/08/2023,93347,HTTPS://0430205210000006880,23177.56,3708.41
QUALITY MEAT PACKERS LTD,25/08/2023,721937,0110400110000075302,14331.25,2293.0
SMART GLOBAL LIMITED,28/08/2023,43557,HTTPS://0190407120000002333,13292.0,2126.72
FINSBURY TRADING LIMITED MSA,24/08/2023,NIN74176,0110399950000020869,32637.38,5221.98
ROSHNI DIST LTD  R D,28/08/2023,0352022,HTTPS://ITAX.KRA.GO.KE/kra-pORTAL/INVOICEcHK.HTM?ACTIONcODE=LOADpAGE&INVOICEnO=0110400270000012194,213561.5,34169.84
NORDA INDUSTRIES LTD.,22/08/2023,INV202312127,HTTPS://0110396260000018690,25851.75,4136.28
NORDA INDUSTRIES LTD.,29/08/2023,INV202312521,0110396260000019104,14940.75,2390.52
FARMERS CHOICE LTD,31/08/2023,SI+N000298669,HTTPS://0090541490000066341,195038.13,31206.1
FARMERS CHOICE LTD,30/08/2023,SI+N000296328,HTTPS://0090972430000067118,166713.44,26674.15
COCA COLA BEVERAGES  KENYA LTD,12/08/2023,1222287660,0110604280000063619,163188.31,26110.13
ROSHNI DISTRIBUTORS LTD CROCKERY SR,24/08/2023,SO/76967,HTTPS://ITAX.KRA.GO.KE/kra-pORTAL/INVOICEcHK.HTM?ACTIONcODE=LOADpAGE&INVOICEnO=0110400270000012185,35821.44,5731.43
VEETEE AFRICA LIMITED,07/08/2023,VAL005071,HTTPS://0170927680000000713,837.25,133.96
PORTCROSS LTD  PC.,23/08/2023,INV54188,HTTPS://0110167320000008183,24997.0,3999.52
FINSBURY TRADING LIMITED MSA,25/08/2023,NIN74217,0110399950000020912,86503.19,13840.51
CHANDARIA INDUSTRIES LTD MACCOFFEE,28/08/2023,1545382,0110167040000028882,2188.5,350.16
HEALTHY U TWO THOUSAND LTD,25/08/2023,5155569,0020114550000015438,218162.81,34906.05
SEVEN DAYS INTERNATIONAL K LTD,26/08/2023,10473,HTTPS://0041411240000001156,21819.0,3491.04
SPICE WORLD LTD,28/08/2023,SWL 1131413,HTTPS://ITAX.KRA.GO.KE/kra-pORTAL/INVOICEcHK.HTM?ACTIONcODE=LOADpAGE&INVOICEnO=0010168820000027145,84613.5,13538.16
NEW ITALYCOR LIMITED WINE,30/08/2023,131004,HTTPS://0171505940000006747,11280.0,1804.8
SMART GLOBAL LIMITED,28/08/2023,43558,HTTPS://0190407120000002334,6005.0,960.8
PONDERS LIMITED,25/08/2023,NBI-87590,HTTPS://0190429790000012699,27251.81,4360.29
BIDCO AFRICA LTD,30/08/2023,91469014,HTTPS://0090969730000026327,206723.88,33075.82
BIDCO AFRICA LTD,29/08/2023,91468886,HTTPS://0090969730000026217,282110.06,45137.61
ARGUS TRADING  CO LIMITED,30/08/2023,97099,HTTPS://0190439270000001884,26169.81,4187.17
OZ FOODS AND BEVERAGES LTD,28/08/2023,22265,HTTPS://0110606400000001124,45917.88,7346.86
RICKS LTD,23/08/2023,0409,HTTPS://0170942170000000409,9288.0,1486.08
RICKS LTD,23/08/2023,0407,HTTPS://0170942170000000407,8808.0,1409.28
FINSBURY TRADING LIMITED MSA,24/08/2023,NIN74124,0110399950000020809,24163.75,3866.2
SPICE WORLD LTD,28/08/2023,SWL 1131395,0010168820000027120,4055.19,648.83
COASTAL BOTTLERS LTD,22/08/2023,68643,https://itax.kra.go.ke/KRA-Portal/invoiceChk.htm?actionCode=loadPage&invoiceNo=0190407010000016663,180663.75,28906.2
AQUAMIST LIMITED,28/08/2023,90233973,HTTPS://0110392400000070468,34071.0,5451.36
COCA COLA BEVERAGES  KENYA LTD,23/08/2023,1222314146,0110604280000066295,174840.44,27974.47
SUNTORY B AND FOOD K LTD,16/08/2023,INV-2548-2023,HTTPS://0190995200000002774,44008.88,7041.42
WINNIES PURE HEALTH,25/08/2023,137931,0190276130000009941,1264.19,202.27
WINNIES PURE HEALTH,25/08/2023,137884,0190276130000009958,3352.44,536.39
CHANDARIA INDUSTRIES  LTD KENTASTE,28/08/2023,1536994,HTTPS://0110167020000169747,923.94,147.83
WINNIES PURE HEALTH,25/08/2023,137883,0190276130000009939,8205.13,1312.82
FINSBURY TRADING LIMITED MSA,28/08/2023,NIN74374,0110399950000021079,50590.63,8094.5
GITHUNGURI DAIRY FARMERS,02/09/2023,P18663028INV.,0190431800000193493,831.75,133.08
CHANDARIA INDUSTRIES LTD MACCOFFEE,28/08/2023,1545962,HTTPS://0110167020000175152,116.38,18.62
CHANDARIA INDUSTRIES LTD MACCOFFEE,26/08/2023,1545957,HTTPS://0110167020000175149,2075.44,332.07
VERUM DIMENSIONS LIMITED SR,25/08/2023,1166,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAG E&INVOICENO=0110155590000001053,21931.0,3508.96
BIC EAST AFRICA LIMITED,28/08/2023,23003509 RI,HTTPS://0190434490000004642,4416.06,706.57
BROOKSIDE DAIRY,26/08/2023,2308271216,HTTPS://0040095430000169665,7592.63,1214.82
BIDCO AFRICA LTD,29/08/2023,91468848,HTTPS://0090969730000026179,305698.63,48911.78
KANYANGOLD ABERDARE PARMESSAN CHEESE,31/08/2023,213171,HTTPS://0110156540000000623,18931.0,3028.96
DPL FESTIVE  LIMITED,31/08/2023,5402569,0020108550000332570,5650.19,904.03
FINSBURY TRADING LIMITED MSA,28/08/2023,NIN74359,0110399950000021067,33790.19,5406.43
DPL FESTIVE  LIMITED,30/08/2023,5402616,0020108550000332601,269.81,43.17
BIDCO AFRICA LTD,29/08/2023,9146885,HTTPS://0090969730000026215,205769.81,32923.17
FRESH N CRUNCHY,31/08/2023,11213,HTTPS://0040322490000002853,3569.0,571.04
HAPPY COW,26/08/2023,HCL211976,0110167080000040925,49770.0,7963.2
KARTASI PRODUCTS LIMITED,25/08/2023,221014962,HTTPS://0110396740000015675,26853.94,4296.63
GITHUNGURI DAIRY FARMERS,30/08/2023,P1871774/INV,HTTPS://0190431800000203119,831.75,133.08
HAPPY DOPA LIMITED,10/08/2023,484,HTTPS://0171746190000000220,4913.81,786.21
MIBISCO LTD,25/08/2023,359834,0171383870000006787,1310.38,209.66
CHOICE MEATS BEEF PLANT,26/08/2023,B_SI000141219,HTTPS://0090972440000194635,1758.63,281.38
TRI CLOVER INDUSTRIES LTD,24/08/2023,270148,HTTPS://0110605590000015777,18642.06,2982.73
SESIA LIMITED,28/08/2023,20506,HTTPS://0040549250000002561,6396.0,1023.36
BROOKSIDE DAIRY,27/08/2023,2308281339,HTTPS://0040095410000328942,6276.06,1004.17
BROOKSIDE DAIRY,26/08/2023,2308271097,HTTPS://0040095430000169694,25948.31,4151.73
CHANDARIA INDUSTRIES LTD HENKEL C BRANDS,31/08/2023,1549623,HTTPS://0110167020000177280,30045.88,4807.34
CHANDARIA INDUSTRIES LTD MACCOFFEE,31/08/2023,1549621,HTTPS://0110167020000177278,10868.56,1738.97
BLUE BUBBLE HOMECARE PRODUCTS,31/08/2023,BB-13406,HTTPS://0040421360000009285,2793.13,446.9
CHANDARIA INDUSTRIES  LTD,30/08/2023,1549420,HTTPS://0110167020000177180,60105.94,9616.95
SEVI ENTERPRISES,31/08/2023,1037,HTTPS://0430566180000000323,12960.0,2073.6
P Z CUSSONS AND COMPANY LTD HQ,18/08/2023,112310442,HTTPS://0110167920000008739,31677.75,5068.44
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,30/08/2023,9730264666,HTTPS://0040094810000166695,3984.25,637.48
DEVYANI FOOD INDUSTRIES K LIMITED,30/08/2023,9730264667,HTTPS://0040094810000166696,8987.06,1437.93
SUDI CHEMICAL INDUSTRIES LTD,29/08/2023,34867,HTTPS://0430201360000002138,4326.5,692.24
AQUAMIST LIMITED,30/08/2023,90234782,HTTPS://0110392400000071311,17984.13,2877.46
KEVAN TRADERS LIMITED MISS MUFFINS,30/08/2023,171518,HTTPS://0110659940000002783,5385.0,861.6
NAIROBI SPORTS HOUSE LTD SR,12/08/2023,185835,HTTPS://0170492680000007625,12120.69,1939.31
ANTONIA  STOGDALE  LTD SR,25/08/2023,2933,HTTPS://0430568000000000733,27853.56,4456.57
MENENGAI O REFINERIES LTD,23/08/2023,95172506,HTTPS://0110161760000016561,32387.06,5181.93
STALLION TRADING LIMITED,17/08/2023,INV/2023/18437,HTTPS://0190429450000001297,12310.31,1969.65
BIO FOOD PRODUCTS LTD,30/08/2023,1062331,HTTPS://0190979930000002846,36864.69,5898.35
KENYA BREWERIES LTD,24/08/2023,9501458938,HTTPS://0110396000000058711,293335.94,46933.75
FARMERS CHOICE LTD DELI,28/08/2023,SI+N000296484,HTTPS://0090541490000064028,20299.75,3247.96
PROPACK KENYA LTD,29/08/2023,79746,HTTPS://0040793390000012018,243106.13,38896.98
MOHANS OYSTERBAY DRINKS  KENYA,23/08/2023,16569,HTTPS://0010193420000012337,17120.69,2739.31
PROPACK KENYA LTD,29/08/2023,79741,HTTPS://0040793390000012013,50689.69,8110.35
EXCEL CHEMICALS LTD,29/08/2023,983618,0190980290000003113,139283.88,22285.42
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,25/08/2023,SINV102189,HTTPS://0190434240000029411,1107.69,177.23
BIC EAST AFRICA LIMITED,28/08/2023,23003512 RI,HTTPS://0190434490000004644,8223.38,1315.74
BIGCOLD KENYA SIMPLIFINE FROZEN AND CHILLED,26/08/2023,SINV102386,HTTPS://0190434250000010519,9044.69,1447.15
WESTLANDS TRADING LTD,28/08/2023,93966,HTTPS://0430205210000007632,18007.75,2881.24
RAY OF LIGHT LIMITED SR,02/08/2023,203208,HTTPS://0040297000000000307,2133.63,341.38
POLYTHENE INDUSTRIES LIMITED,26/08/2023,188660,0090969180000008859,69500.0,11120.0
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,26/08/2023,SINV102293,HTTPS://0190434240000029633,1799.13,287.86
CHOICE MEATS BEEF PLANT,25/08/2023,B-SI000140971,HTTPS://0090972440000194417,1099.13,175.86
SUNPOWER PRODUCTS LTD,25/08/2023,1185896,HTTPS://0040091730000054109,44275.88,7084.14
MIBISCO LTD,27/08/2023,360176,HTTPS://0171383770000000432,4062.13,649.94
MIBISCO LTD,26/08/2023,359948,HTTPS://0171383770000000227,2415.56,386.49
TRI CLOVER INDUSTRIES LTD,24/08/2023,270155,HTTPS://0110605590000015784,44402.19,7104.35
KENYA NUT WINES,25/08/2023,1130512,HTTPS://0020110750000019743,7164.0,1146.24
BROOKSIDE DAIRY,27/08/2023,2308281435,HTTPS://0040095410000329516,14176.38,2268.22
BROOKSIDE DAIRY,26/08/2023,2308271189,HTTPS://0040095410000328290,10926.94,1748.31
VERUM DIMENSIONS LIMITED SR,25/08/2023,#1173,HTTPS://0110155590000001050,34448.25,5511.72
WESTLANDS TRADING LTD,28/08/2023,93967,HTTPS://0430205210000007623,17768.56,2842.97
WESTLANDS TRADING LTD,28/08/2023,93968,HTTPS://0430205210000007621,1891.19,302.59
BLUE BUBBLE HOMECARE PRODUCTS,28/08/2023,BB-13320,HTTPS://0040421360000009174,24326.31,3892.21
KENCHIC FROZEN,29/08/2023,KSIN4689239,0020594590000079957,4559.69,729.55
ROSHNI DISTRIBUTORS LTD CROCKERY SR,17/08/2023,0352021,HTTPS://0110400270000012193,61339.44,9814.31
RAA LIMITED,25/08/2023,531422,HTTPS://0011040770000009254,23696.56,3791.45
JADE CONCEPTS LIMITED,31/08/2023,JCLIN-121522,0020112730000001024,25072.25,4011.56
UNGA LTD,30/08/2023,910097894,HTTPS://0040095900000012731,16326.19,2612.19
HAPPY COW,29/08/2023,HCL212277,HTTPS://0110167080000041247,22455.63,3592.9
AVENTUS LIMITED SR,11/08/2023,0020062640000002462,HTTPS://0020062640000002462,6164.63,986.34
LABOREX KENYA LTD,22/08/2023,00-754349-00,0040095360000124021,4226.25,676.2
BLOSSOM BABY CO LTD SR HQ,17/08/2023,404,HTTPS://0040579370000000404,6325.88,1012.14
EQUATORIAL NUTS PROCESSORS LTD,09/08/2023,INV42583,HTTPS://0040308880000000735,20523.31,3283.73
BROOKSIDE DAIRY,27/08/2023,2308261479,HTTPS://0040095410000328595,134977.56,21596.41
BLUE BUBBLE HOMECARE PRODUCTS,29/08/2023,BB-13366,HTTPS://0040421360000009232,21062.06,3369.93
TECHPAK INDUSTRIES LTD,29/08/2023,241640,0170495860000015550,23986.0,3837.76
MOONSUN PICTURES INTER LTD,29/08/2023,W2023586,0170501730000001029,48000.0,7680.0
KIM FAY EAST AFRICA LTD,29/08/2023,IN587122,0110167480000043393,274113.75,43858.2
STORESOME TRADING CO LTD SR,29/08/2023,19321,HTTPS://0040074400000012689,20560.31,3289.65
BOWIP AGENCIES LTD,31/08/2023,170136,0020115770000006251,125440.94,20070.55
ADELANTTE ENTERPRISES LTD SR,24/08/2023,DP230224,HTTPS://0110644840000000279,9879.31,1580.69
MORANI LIMITED,26/08/2023,INV70473,HTTPS://0110162030000017942,261853.44,41896.55
P Z CUSSONS AND COMPANY LTD HQ,25/08/2023,112310443,HTTPS://0110167920000008740,40586.69,6493.87
NAJI SUPERSTORES,31/08/2023,966,0110386490000000443,28061.81,4489.89
STALLION TRADING LIMITED,31/08/2023,INV/2023/18229,HTTPS://0190429450000001121,22872.44,3659.59
COCA COLA BEVERAGES  KENYA LTD,23/08/2023,1222314132,HTTPS://0110604280000066387,179131.31,28661.01
KIM FAY EAST AFRICA LTD,30/08/2023,IN587415,HTTPS://0110167480000043732,155004.75,24800.76
KENCHIC FROZEN,29/08/2023,KSIN4689053,0020594590000079771,26202.94,4192.47
FARMERS CHOICE LTD DELI,28/08/2023,SI+N000296419,HTTPS://0090541490000063995,852.5,136.4
FARMERS CHOICE LTD,28/08/2023,SI+N000296602,HTTPS://0090541490000064181,82571.19,13211.39
UDV KENYA LIMITED,25/08/2023,9510339544,HTTPS://0110600260000033539,299076.5,47852.24
CRYSTAL FROZEN AND CHILLED FOODS LTD,31/08/2023,160032,0010193880000011428,155202.56,24832.41
KENYA BREWERIES LTD,26/08/2023,9501459441,HTTPS://0110396000000059081,550994.38,88159.1
HAPPY COW,26/08/2023,HCL211984,0110167080000040933,42075.88,6732.14
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,25/08/2023,SINV102167,HTTPS://0190434240000029397,2492.38,398.78
UDV KENYA LIMITED,26/08/2023,9010339072,HTTPS://0110600260000032965,292451.31,46792.21
GITHUNGURI DAIRY FARMERS,30/08/2023,P1871580/INV,0190431800000203184,3405.63,544.9
HASBAH KENYA LTD,26/08/2023,KSMINV3027132,0090972940000018130,43089.94,6894.39
HASBAH KENYA LTD CADBURY,25/08/2023,KSMINV3027014,0090972940000018130,22658.81,3625.41
TRUFOODS LIMITED T F,23/08/2023,INV-39134,HTTPS://0110159690000021528,35344.69,5655.15
SUNVEAT FOODS LIMITED,11/08/2023,6329,0110159740000012849,26247.31,4199.57
BLUE BUBBLE HOMECARE PRODUCTS,28/08/2023,BB-13328,0040421360000009183,19065.5,3050.48
AQUAMIST LIMITED,30/08/2023,90234676,0110392400000071255,35446.94,5671.51
BOWIP AGENCIES LTD,31/08/2023,170138,0020115770000006253,46007.06,7361.13
C AND C POLAKEN LIMITED,25/08/2023,1283,HTTPS://0040307190000000463,7748.25,1239.72
RAA LIMITED,25/08/2023,531423,HTTPS://0011040770000009255,18390.25,2942.44
COCA COLA BEVERAGES  KENYA LTD,30/08/2023,1222327709,0110604280000067932,130431.38,20869.02
CHANDARIA INDUSTRIES LTD HENKEL C BRANDS,26/08/2023,1545793,HTTPS://0110167020000175055,18560.56,2969.69
NESTLE KENYA LTD,25/08/2023,1025467762,HTTPS://0020112880000005518,62046.0,9927.36
MIBISCO LTD,27/08/2023,360079,HTTPS://0171383770000000365,2496.63,399.46
FARMERS CHOICE LTD,29/08/2023,SI+N000296513,HTTPS://0090541490000064031,116892.94,18702.87
NEW ITALYCOR LTD,25/08/2023,130931,HTTPS://0171505940000006641,9298.81,1487.81
POLYTHENE INDUSTRIES LIMITED,30/08/2023,188815,0090969180000009025,6200.0,992.0
BROOKSIDE DAIRY,27/08/2023,2308281504,HTTPS://0040095410000329369,1993.19,318.91
BARAKA ISRAEL ENTERPRISES LTD SR,28/08/2023,2396,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONC E&INVOICENO=0040416240000002396,3491.38,558.62
SPRING VALLEY COFFEE ROASTERS LTD,28/08/2023,INV-00012286,HTTPS://0190432390000104304,37413.75,5986.2
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,24/08/2023,SINV102078,HTTPS://0190434240000028793,924.88,147.98
CHANDARIA INDUSTRIES  LTD KENTASTE,16/08/2023,1537485,HTTPS://0110167020000169997,12724.13,2035.86
THE CHOICE OF E A LTD,15/08/2023,2063,HTTPS://0040799310000000774,12993.13,2078.9
BURTON AND BAMBER C LIMITED,16/08/2023,10781,HTTPS://0040126160000001872,2715.5,434.48
SAVANNAH BRANDS COMPANY LIMITED,31/08/2023,49673,HTTPS://0020112050000015124,16944.81,2711.17
BIO FOOD PRODUCTS LTD,30/08/2023,1062275,HTTPS://0190979930000002774,18889.0,3022.24
SIERRA PREMIUM BREWERIES,29/08/2023,IN004953,0040071940000003906,10344.81,1655.17
MERAKI FOODS LIMITED,29/08/2023,10903,HTTPS://0191025570000002415,5581.88,893.1
JADE CONCEPTS LIMITED,28/08/2023,JCLIN-121612,HTTPS://0020112730000001128,15315.5,2450.48
